"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.1","","","","1"
"2011-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.4","","","","1"
"2011-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.8","","","","1"
"2011-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.8","","","","1"
"2011-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.6","","","","1"
"2012-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.5","","","","1"
"2012-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.4","","","","1"
"2012-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.2","","","","1"
"2012-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.8","","","","1"
"2012-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.6","","","","1"
"2012-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.8","","","","1"
"2012-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.0","","","","1"
"2012-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.2","","","","1"
"2012-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.9","","","","1"
"2012-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.4","","","","1"
"2012-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.0","","","","1"
"2012-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.8","","","","1"
"2013-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.0","","","","1"
"2013-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.9","","","","1"
"2013-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.2","","","","1"
"2013-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.5","","","","1"
"2013-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.5","","","","1"
"2013-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.2","","","","1"
"2013-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.9","","","","1"
"2013-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.6","","","","1"
"2013-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.5","","","","1"
"2013-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.3","","","","1"
"2013-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.8","","","","1"
"2013-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.0","","","","1"
"2014-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.2","","","","1"
"2014-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.1","","","","1"
"2014-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.1","","","","1"
"2014-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.0","","","","1"
"2014-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.3","","","","1"
"2014-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.7","","","","1"
"2014-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.0","","","","1"
"2014-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.2","","","","1"
"2014-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.2","","","","1"
"2014-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.1","","","","1"
"2014-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.5","","","","1"
"2014-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.2","","","","1"
"2015-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","11.9","","","","1"
"2015-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.1","","","","1"
"2015-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.5","","","","1"
"2015-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.1","","","","1"
"2015-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.8","","","","1"
"2015-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.5","","","","1"
"2015-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.0","","","","1"
"2015-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.3","","","","1"
"2015-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.7","","","","1"
"2015-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.1","","","","1"
"2015-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.5","","","","1"
"2015-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.5","","","","1"
"2016-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.0","","","","1"
"2016-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.2","","","","1"
"2016-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.9","","","","1"
"2016-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.4","","","","1"
"2016-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.7","","","","1"
"2016-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.3","","","","1"
"2016-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.4","","","","1"
"2016-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","12.6","","","","1"
"2016-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.1","","","","1"
"2016-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","13.7","","","","1"
"2016-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.4","","","","1"
"2016-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.8","","","","1"
"2017-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.7","","","","1"
"2017-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.7","","","","1"
"2017-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.9","","","","1"
"2017-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.0","","","","1"
"2017-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2017-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2017-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.3","","","","1"
"2017-08","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.2","","","","1"
"2017-09","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2017-10","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.0","","","","1"
"2017-11","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2017-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2018-01","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2018-02","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.1","","","","1"
"2018-03","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","15.0","","","","1"
"2018-04","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.9","","","","1"
"2018-05","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.7","","","","1"
"2018-06","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.7","","","","1"
"2018-07","Newfoundland and Labrador","2021A000210","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643277990","2.5.1.1","14.7","","","","1"
